rosbagTimestamp,seq,secs,nsecs,frame_id,voltage,current,charge,capacity,design_capacity,percentage,power_supply_status,power_supply_health,power_supply_technology,present,cell_voltage,location,serial_number,normality
1.57E+18,52,1574069785,559836924,'',16.42300034,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,53,1574069785,790309284,'',16.47100067,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,54,1574069786,30391670,'',16.36000061,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,55,1574069786,276089438,'',16.36400032,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,56,1574069786,512468149,'',16.41799927,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,57,1574069786,758365543,'',16.47299957,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,58,1574069787,8031875,'',16.35700035,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,59,1574069787,232638147,'',16.36100006,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,60,1574069787,480043001,'',16.40399933,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,61,1574069787,731642116,'',16.47299957,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,62,1574069787,956498305,'',16.35499954,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,63,1574069788,191224963,'',16.3579998,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,64,1574069788,442921679,'',16.4090004,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,65,1574069788,690923524,'',16.47400093,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,66,1574069788,911812686,'',16.35499954,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,67,1574069789,155030824,'',16.3579998,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,68,1574069789,392530801,'',16.34399986,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,69,1574069789,631758938,'',16.47299957,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,70,1574069789,880897779,'',16.45299912,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,71,1574069790,111389946,'',16.3560009,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,72,1574069790,360909017,'',16.3409996,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,73,1574069790,607887989,'',16.42700005,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,74,1574069790,842647820,'',16.4470005,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,75,1574069791,89904789,'',16.36100006,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,76,1574069791,322579646,'',16.33499908,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,77,1574069791,551046667,'',16.43499947,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,78,1574069791,790345112,'',16.47100067,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,79,1574069792,42299036,'',16.35899925,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,80,1574069792,288255971,'',16.36100006,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,81,1574069792,510652419,'',16.43499947,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,82,1574069792,768798421,'',16.47500038,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,83,1574069792,995182989,'',16.3560009,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,84,1574069793,231161851,'',16.3560009,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,85,1574069793,480817951,'',16.40600014,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,86,1574069793,716498451,'',16.47100067,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,87,1574069794,47806316,'',16.34700012,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,88,1574069794,354267275,'',16.27700043,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,89,1574069794,705047389,'',16.34000015,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,90,1574069795,4628098,'',16.34799957,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,91,1574069795,330873204,'',16.28899956,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,92,1574069795,615816818,'',16.3409996,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,93,1574069795,969488788,'',16.34799957,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,94,1574069796,300181014,'',16.34000015,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,95,1574069796,666849086,'',16.35199928,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,96,1574069796,951661798,'',16.34799957,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,97,1574069797,276229140,'',16.31200027,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,98,1574069797,595805456,'',16.3010006,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,99,1574069797,932433946,'',16.34399986,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,100,1574069798,229386173,'',16.31399918,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,101,1574069798,557370424,'',16.35300064,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,102,1574069798,870186841,'',16.35300064,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,103,1574069799,213757012,'',16.28700066,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,104,1574069799,533290233,'',16.35300064,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,105,1574069799,808137058,'',16.34799957,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,106,1574069800,110559964,'',16.35300064,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,107,1574069800,393730109,'',16.28899956,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,108,1574069800,738094221,'',16.35199928,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,109,1574069801,56767858,'',16.35300064,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,110,1574069801,329215722,'',16.29400063,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,111,1574069801,605139506,'',16.34700012,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,112,1574069801,930670180,'',16.34900093,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,113,1574069802,225411452,'',16.35499954,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,114,1574069802,559795953,'',16.29500008,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,115,1574069802,904351012,'',16.35199928,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,116,1574069803,182331152,'',16.31800079,0,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,117,1574069803,471993829,'',16.30400085,-0.059999999,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,118,1574069803,768035545,'',16.35000038,-0.090000004,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,119,1574069804,84597550,'',16.34300041,-0.100000001,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,120,1574069804,449702840,'',16.35000038,-0.100000001,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,121,1574069804,736087389,'',16.34600067,-0.119999997,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,122,1574069805,44880919,'',16.34399986,-0.25999999,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,123,1574069805,310247461,'',16.3029995,-0.540000021,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,124,1574069805,608390806,'',16.32900047,-1.659999967,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,125,1574069805,929935752,'',16.31800079,-1.929999948,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,126,1574069806,269239024,'',16.27400017,-2.25999999,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,127,1574069806,663196692,'',16.31599998,-2.269999981,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,128,1574069806,974988416,'',16.30699921,-2.680000067,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,129,1574069807,281973336,'',16.23999977,-2.650000095,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,130,1574069807,620251647,'',16.3029995,-2.970000029,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,131,1574069807,951215227,'',16.29000092,-2.50999999,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,132,1574069808,287741284,'',16.23699951,-2.309999943,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,133,1574069808,577787911,'',16.30699921,-2.119999886,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,134,1574069808,911669338,'',16.31100082,-2.450000048,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,135,1574069809,231419919,'',16.30699921,-2.5,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,136,1574069809,619574660,'',16.30599976,-2.349999905,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,137,1574069809,919498850,'',16.31200027,-2.369999886,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,138,1574069810,190247576,'',16.31699944,-2.299999952,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,139,1574069810,475733478,'',16.27700043,-2.319999933,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,140,1574069810,789358537,'',16.31200027,-2.369999886,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,141,1574069811,132964177,'',16.26399994,-2.480000019,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,142,1574069811,411176672,'',16.26399994,-2.349999905,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,143,1574069811,705012005,'',16.31200027,-2.299999952,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,144,1574069812,45343674,'',16.30900002,-2.5,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,145,1574069812,345414873,'',16.26300049,-2.450000048,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,146,1574069812,704680831,'',16.30400085,-2.430000067,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,147,1574069813,34287789,'',16.30400085,-2.450000048,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,148,1574069813,333097320,'',16.23500061,-2.220000029,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,149,1574069813,693007329,'',16.31100082,-2.420000076,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,150,1574069814,21564595,'',16.30699921,-2.329999924,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,151,1574069814,311431923,'',16.24300003,-2.269999981,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,152,1574069814,662264055,'',16.30699921,-2.630000114,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,153,1574069814,930265625,'',16.30400085,-2.180000067,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,154,1574069815,215199805,'',16.31999969,-2.809999943,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,155,1574069815,509618467,'',16.31200027,-2.170000076,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,156,1574069815,759261298,'',16.29800034,-2.589999914,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,157,1574069816,69854675,'',16.30599976,-2.50999999,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,158,1574069816,307150135,'',16.24099922,-2.190000057,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,159,1574069816,552027470,'',16.31399918,-2.390000105,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,160,1574069816,810977631,'',16.30900002,-2.470000029,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,161,1574069817,102850881,'',16.30599976,-2.170000076,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,162,1574069817,355091638,'',16.2670002,-2.339999914,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,163,1574069817,624686340,'',16.31200027,-2.309999943,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,164,1574069817,905475489,'',16.30200005,-2.380000114,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,165,1574069818,209373315,'',16.27199936,-2.24000001,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,166,1574069818,492154285,'',16.31399918,-2.420000076,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,167,1574069818,752755603,'',16.31999969,-2.619999886,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,168,1574069819,11423663,'',16.30900002,-2.460000038,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,169,1574069819,275232637,'',16.2670002,-2.150000095,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,170,1574069819,551645370,'',16.26300049,-2.279999971,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,171,1574069819,812843961,'',16.31200027,-2.390000105,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,172,1574069820,105945742,'',16.27099991,-2.309999943,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,173,1574069820,400225947,'',16.27000046,-2.180000067,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,174,1574069820,671678181,'',16.31299973,-2.369999886,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,175,1574069820,910369185,'',16.31100082,-2.430000067,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,176,1574069821,171964100,'',16.30599976,-2.460000038,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,177,1574069821,431830308,'',16.28300095,-2.210000038,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,178,1574069821,700167090,'',16.29899979,-2.25,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,179,1574069822,7346810,'',16.31399918,-2.480000019,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,180,1574069822,329660350,'',16.30999947,-2.289999962,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,181,1574069822,589125344,'',16.30599976,-2.450000048,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,182,1574069822,843331086,'',16.31399918,-2.329999924,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,183,1574069823,92490187,'',16.31299973,-2.119999886,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,184,1574069823,356300674,'',16.24099922,-2.279999971,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,185,1574069823,642448618,'',16.3029995,-2.299999952,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,186,1574069823,894813521,'',16.31200027,-2.269999981,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,187,1574069824,159465044,'',16.31200027,-2.230000019,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,188,1574069824,492223714,'',16.24099922,-2.230000019,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,189,1574069824,771791649,'',16.31299973,-2.25,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,190,1574069825,14452285,'',16.30699921,-2.24000001,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,191,1574069825,308587610,'',16.24399948,-2.200000048,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,192,1574069825,557060626,'',16.31599998,-2.170000076,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,193,1574069825,819274813,'',16.30900002,-2.309999943,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,194,1574069826,79316331,'',16.31200027,-2.079999924,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,195,1574069826,385045854,'',16.24099922,-2.400000095,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,196,1574069826,621370197,'',16.30999947,-2.24000001,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,197,1574069826,947805225,'',16.31500053,-2.200000048,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,198,1574069827,202605485,'',16.27400017,-2.079999924,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,199,1574069827,471893208,'',16.31699944,-2.200000048,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,200,1574069827,731375600,'',16.31200027,-2.24000001,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,201,1574069827,994173632,'',16.30699921,-2.339999914,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,202,1574069828,251624231,'',16.27199936,-2.390000105,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,203,1574069828,545444131,'',16.26799965,-2.019999981,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,204,1574069828,785274870,'',16.31699944,-2.230000019,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,205,1574069829,40125903,'',16.31800079,-2.190000057,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,206,1574069829,354597221,'',16.25799942,-2.230000019,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,207,1574069829,595239890,'',16.31100082,-2.309999943,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,208,1574069829,864940348,'',16.31399918,-2.210000038,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,209,1574069830,117650382,'',16.31699944,-2.140000105,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,210,1574069830,412487362,'',16.28199959,-2.400000095,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,211,1574069830,664955738,'',16.31299973,-2.170000076,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,212,1574069830,943845192,'',16.31399918,-2.119999886,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,213,1574069831,191790582,'',16.31699944,-1.919999957,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,214,1574069831,454367836,'',16.26300049,-2.00999999,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,215,1574069831,755628582,'',16.31200027,-2.099999905,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
