rosbagTimestamp,seq,secs,nsecs,frame_id,xlt,ylt,zlt,xat,yat,zat,normality
1.57E+18,53,1574069785,712742836,base_link,0.160412215,-0.003352011,-0.05953003,0.000213866,0.000151484,0.002009616,1
1.57E+18,54,1574069785,952704773,base_link,0.132591944,-0.025489098,-0.062489767,-0.001187363,-0.000857609,-0.001255972,1
1.57E+18,55,1574069786,192777145,base_link,0.100022562,-0.05109375,-0.066240501,0.001718535,-0.001542747,-0.001125217,1
1.57E+18,56,1574069786,436379125,base_link,0.078779401,-0.0589687,-0.068169028,0.000330002,0.000270217,0.001530935,1
1.57E+18,57,1574069786,673173222,base_link,0.072535077,-0.053504574,-0.068748139,0.000994225,-0.000740422,-0.00359525,1
1.57E+18,58,1574069786,913132463,base_link,0.067159919,-0.045708118,-0.072302256,0.000542726,-0.000277682,-0.000889685,1
1.57E+18,59,1574069787,152272004,base_link,0.062005406,-0.032199709,-0.076210427,7.65E-06,-0.000120354,-0.000310546,1
1.57E+18,60,1574069787,393422648,base_link,0.050373505,-0.031942052,-0.079277252,-0.001450993,0.001151739,-0.0001953,1
1.57E+18,61,1574069787,636076753,base_link,0.034473409,-0.051656033,-0.078587023,-0.000282415,0.000469061,0.000168266,1
1.57E+18,62,1574069787,875732097,base_link,0.01067684,-0.066890417,-0.077907416,0.000588052,0.000968357,-0.000151683,1
1.57E+18,63,1574069788,112958588,base_link,0.002556884,-0.062030604,-0.078546508,0.000726824,0.000720219,-0.001413225,1
1.57E+18,64,1574069788,354338323,base_link,0.002380465,-0.046594102,-0.076982257,-0.00058129,0.001727811,0.000447861,1
1.57E+18,65,1574069788,593095599,base_link,0.000126721,-0.035739215,-0.074425585,-0.001721766,0.00150988,0.000671123,1
1.57E+18,66,1574069788,833199200,base_link,-0.004667471,-0.029569521,-0.073992706,-0.000181804,-0.000166736,-0.001958597,1
1.57E+18,67,1574069789,72666270,base_link,-0.008208791,-0.023324238,-0.073608916,0.000948657,-0.001027484,0.000799049,1
1.57E+18,68,1574069789,313167484,base_link,-0.012888104,-0.026239714,-0.071924753,-0.000276576,0.000935694,-0.00056531,1
1.57E+18,69,1574069789,554959277,base_link,-0.017998509,-0.032674504,-0.068953882,-0.00088261,-0.000706063,-0.002731406,1
1.57E+18,70,1574069789,792456877,base_link,-0.019310909,-0.029610883,-0.069341071,0.000916903,0.000218247,0.001493177,1
1.57E+18,71,1574069790,35945911,base_link,-0.024587571,-0.027747719,-0.068668402,0.001039024,0.000834432,-0.00045498,1
1.57E+18,72,1574069790,273011778,base_link,-0.034534798,-0.033301332,-0.06591896,-0.000425078,0.000855639,-0.002121192,1
1.57E+18,73,1574069790,512409504,base_link,-0.027320453,-0.02942173,-0.065124889,0.001950328,0.001080959,-0.001037078,1
1.57E+18,74,1574069790,752043660,base_link,-0.025246248,-0.021918027,-0.065656605,-4.19E-05,0.000296873,-0.000136186,1
1.57E+18,75,1574069790,992592200,base_link,-0.025207505,-0.010167962,-0.067232812,-0.000153532,0.001211393,0.000580035,1
1.57E+18,76,1574069791,234131396,base_link,-0.022874994,0.004111453,-0.068030343,0.00106366,-0.001252313,0.001858963,1
1.57E+18,77,1574069791,471369709,base_link,-0.022926228,0.001544958,-0.065429402,-0.001461256,0.000176355,0.001309728,1
1.57E+18,78,1574069791,713299035,base_link,-0.024463592,-0.001903304,-0.063191419,0.001316365,-1.78E-05,0.000463185,1
1.57E+18,79,1574069791,951876863,base_link,-0.029434351,-0.008903983,-0.061535219,0.00064007,0.000718795,0.000285765,1
1.57E+18,80,1574069792,193045727,base_link,-0.033102227,-0.01893255,-0.061182477,-0.001823155,0.000939099,0.000297313,1
1.57E+18,81,1574069792,433272599,base_link,-0.037557579,-0.026675466,-0.060346865,0.000720425,-0.000647636,0.000284829,1
1.57E+18,82,1574069792,674010095,base_link,-0.044102936,-0.036521246,-0.056910703,-0.000831743,-0.000263547,-0.000866976,1
1.57E+18,83,1574069792,912179005,base_link,-0.047671264,-0.043105603,-0.05446292,-0.000228437,-0.000416707,1.54E-05,1
1.57E+18,84,1574069793,152163309,base_link,-0.052137402,-0.04907157,-0.053071039,-0.000579911,0.000450445,0.001280371,1
1.57E+18,85,1574069793,392849025,base_link,-0.048444165,-0.047898872,-0.051767645,-0.00099986,0.002061496,-0.000209145,1
1.57E+18,86,1574069793,642069782,base_link,-0.047651856,-0.051644805,-0.048213943,0.002093704,-0.001912234,0.000795671,1
1.57E+18,87,1574069793,913261224,base_link,-0.057754225,-0.075768113,-0.045134843,-0.0002923,0.000900534,-0.000801228,1
1.57E+18,88,1574069794,212810935,base_link,-0.071277207,-0.101946395,-0.039822502,-0.000928858,-0.002207624,-0.000402523,1
1.57E+18,89,1574069794,532269838,base_link,-0.068559617,-0.100726026,-0.035401288,-0.000792317,0.001109814,-0.00010768,1
1.57E+18,90,1574069794,793198661,base_link,-0.062000056,-0.095383333,-0.032540854,-0.001230877,-0.000205838,-0.00095448,1
1.57E+18,91,1574069795,72660999,base_link,-0.051163305,-0.084468021,-0.030126437,-0.00057814,-0.000607386,-1.46E-05,1
1.57E+18,92,1574069795,353487221,base_link,-0.038346193,-0.071343794,-0.029071707,0.000540001,0.001242357,-0.000736733,1
1.57E+18,93,1574069795,688026709,base_link,-0.036094786,-0.07372432,-0.024060117,-0.001560578,0.00095114,0.000411609,1
1.57E+18,94,1574069795,916562090,base_link,-0.038306919,-0.083088235,-0.022725745,0.003804172,-0.00768542,0.002729839,1
1.57E+18,95,1574069796,200448921,base_link,-0.040489947,-0.093326485,-0.022796162,0.003271069,0.001741402,0.000386319,1
1.57E+18,96,1574069796,481953435,base_link,-0.047245481,-0.121762656,-0.019742857,0.001408745,-0.000189952,0.001452478,1
1.57E+18,97,1574069796,754249371,base_link,-0.055600902,-0.151137476,-0.014374864,0.002009124,0.001412659,0.000417217,1
1.57E+18,98,1574069797,34535703,base_link,-0.066686569,-0.178152885,-0.011563566,-4.41E-05,0.002079461,7.70E-06,1
1.57E+18,99,1574069797,339537429,base_link,-0.0856527,-0.201201561,-0.009339252,0.000639078,0.0006681,-8.02E-05,1
1.57E+18,100,1574069797,614636803,base_link,-0.108218843,-0.206131574,-0.003909338,0.001050558,0.000666803,0.000281529,1
1.57E+18,101,1574069797,894548650,base_link,-0.112913266,-0.206019849,-0.002255624,-0.000354869,-0.000745704,-0.000627126,1
1.57E+18,102,1574069798,173446944,base_link,-0.111274285,-0.207165994,-0.002016397,-0.000325195,-0.000910641,0.001252176,1
1.57E+18,103,1574069798,434260813,base_link,-0.102815788,-0.207282863,-0.003992219,-0.000325195,-0.000910641,0.001252176,1
1.57E+18,104,1574069798,697091925,base_link,-0.076089307,-0.196766463,-0.005329177,-1.03E-05,-0.001189076,0.000332094,1
1.57E+18,105,1574069799,2947792,base_link,-0.05356588,-0.191263229,-0.007256273,0.000118657,-0.002195143,-0.000908738,1
1.57E+18,106,1574069799,271769656,base_link,-0.031692559,-0.189363237,-0.007801081,-9.49E-05,-1.92E-05,0.000747183,1
1.57E+18,107,1574069799,557535300,base_link,-0.013654087,-0.175443186,-0.011633104,-0.000209096,-0.00118735,-0.00022316,1
1.57E+18,108,1574069799,835260472,base_link,0.003449213,-0.15931815,-0.01710003,-0.001307315,-0.002370411,-1.23E-05,1
1.57E+18,109,1574069800,133135899,base_link,0.030248356,-0.138443874,-0.022479015,-0.000695282,-0.023336643,-0.002252895,1
1.57E+18,110,1574069800,430839940,base_link,0.041118137,-0.131954983,-0.02613102,0.006877067,0.029688595,-0.02859698,1
1.57E+18,111,1574069800,696484420,base_link,0.072556124,-0.131534107,-0.026208349,-0.002951737,-0.031545512,0.014995381,1
1.57E+18,112,1574069800,972580309,base_link,0.084464026,-0.12557503,-0.027423827,-0.003061484,-0.052459769,0.006200432,1
1.57E+18,113,1574069801,294475193,base_link,0.093579649,-0.115839644,-0.027872535,0.004822312,-0.034714188,0.00854694,1
1.57E+18,114,1574069801,553896042,base_link,0.096103326,-0.113901307,-0.027032736,-0.01681276,0.022252681,-0.004449344,1
1.57E+18,115,1574069801,832429809,base_link,0.096213165,-0.102103986,-0.02510857,-0.015490923,0.012883808,-0.01985468,1
1.57E+18,116,1574069802,133497271,base_link,0.09548613,-0.10030114,-0.023866823,-0.000583741,-0.007840196,-0.023944378,1
1.57E+18,117,1574069802,411895132,base_link,0.097453157,-0.08638377,-0.024385368,0.002371943,-0.015637776,0.010064174,1
1.57E+18,118,1574069802,693564524,base_link,0.096992528,-0.070922163,-0.02241666,0.005600358,0.025201121,-0.000601648,1
1.57E+18,119,1574069802,972103780,base_link,0.10403571,-0.051489595,-0.024518757,0.000122181,-0.01645148,0.008963356,1
1.57E+18,120,1574069803,234351092,base_link,0.089047163,-0.028814516,-0.026937714,-0.001153076,-0.013864452,0.015992543,1
1.57E+18,121,1574069803,515781783,base_link,0.070482938,-0.006898316,-0.029522951,0.000275691,0.009503243,-0.014038712,1
1.57E+18,122,1574069803,832359977,base_link,0.07411889,0.004144965,-0.033565533,0.002008202,-0.013577626,0.020460332,1
1.57E+18,123,1574069804,117601133,base_link,0.083310688,0.014654765,-0.039544307,0.006150794,0.001372151,0.013907253,1
1.57E+18,124,1574069804,388021614,base_link,0.078121918,0.022515094,-0.039204761,0.00512328,0.024107993,0.016562922,1
1.57E+18,125,1574069804,653633111,base_link,0.0644088,0.030285194,-0.038191831,-0.002800127,0.002512046,0.000103667,1
1.57E+18,126,1574069804,932194123,base_link,0.05487781,0.029590301,-0.038942578,-0.004087154,-0.026823891,0.0031263,1
1.57E+18,127,1574069805,198153211,base_link,0.051653978,0.030920406,-0.036734323,0.012445122,0.015684541,0.002177168,1
1.57E+18,128,1574069805,481885406,base_link,0.055566599,0.040442017,-0.037240325,0.003776566,0.010617198,-0.001480003,1
1.57E+18,129,1574069805,761889911,base_link,0.068096706,0.08646641,-0.018679354,-0.014750887,-0.052998193,0.043203387,1
1.57E+18,130,1574069806,46976418,base_link,0.091370312,0.054362204,0.103421979,0.144301832,-0.004897504,-0.095822491,1
1.57E+18,131,1574069806,352000527,base_link,0.088546822,0.073766364,0.098999256,-0.083145112,0.092100598,0.034099005,1
1.57E+18,132,1574069806,621682728,base_link,0.138569737,0.077738537,0.205973916,-0.004673751,-0.052840017,-0.019660058,1
1.57E+18,133,1574069806,905277903,base_link,0.127379738,0.063337887,0.172887424,-0.02079667,-0.042568188,-0.013008358,1
1.57E+18,134,1574069807,214164888,base_link,0.015127208,0.048366693,0.187911168,-0.010551027,0.130515277,-0.030127518,1
1.57E+18,135,1574069807,496929225,base_link,-0.010006823,0.06151747,0.220323077,-0.010551027,0.130515277,-0.030127518,1
1.57E+18,136,1574069807,762271639,base_link,-0.039677821,0.066760209,0.195594193,-0.045021862,-0.017788125,0.049888849,1
1.57E+18,137,1574069808,42848576,base_link,-0.062869169,0.040041718,0.195145846,-0.003291602,-0.028565923,-0.016814593,1
1.57E+18,138,1574069808,314189572,base_link,-0.045688933,0.026785851,0.110921813,-0.04234986,-0.126100823,-0.110028736,1
1.57E+18,139,1574069808,635983795,base_link,-0.030996095,0.011244935,0.019858182,-0.002571203,0.0527343,-0.276937634,1
1.57E+18,140,1574069808,872330607,base_link,0.012741807,0.020574213,0.034036205,-0.008547737,-0.025929863,-0.101982497,1
1.57E+18,141,1574069809,158290758,base_link,0.038802758,0.001026114,0.053423091,0.039790213,-0.020209767,0.029148212,1
1.57E+18,142,1574069809,431647979,base_link,0.046015171,-0.037021727,0.020521009,0.002592116,-0.103670374,0.100601465,1
1.57E+18,143,1574069809,712464305,base_link,-0.005944706,-0.03581905,0.014751764,0.001985558,-0.052712902,-0.005336453,1
1.57E+18,144,1574069809,972440938,base_link,-0.033700005,-0.033849155,0.000522505,0.005428805,0.055718906,-0.082990564,1
1.57E+18,145,1574069810,293252347,base_link,0.00858152,-0.006470857,-0.045388569,-0.045815531,-0.038431168,-0.037161276,1
1.57E+18,146,1574069810,590283302,base_link,0.061665054,-0.00872768,-0.022466904,0.055315286,-0.046952449,-0.02244712,1
1.57E+18,147,1574069810,852868410,base_link,0.069999986,0.014201877,-0.072412748,0.016286563,0.033091251,0.072562084,1
1.57E+18,148,1574069811,159555660,base_link,0.117220166,0.022640404,-0.062561335,-0.024310444,0.018355634,0.135949999,1
1.57E+18,149,1574069811,441366845,base_link,0.155104688,-3.69E-06,-0.031973738,0.027272498,0.03651914,0.051862862,1
1.57E+18,150,1574069811,687108651,base_link,0.168552845,-0.003034391,-0.015952455,0.069747627,0.050803091,0.0462461,1
1.57E+18,151,1574069811,981510235,base_link,0.183581344,0.051968659,0.076465552,-0.039365545,0.082159564,-0.034657892,1
1.57E+18,152,1574069812,268237544,base_link,0.158296712,0.094318946,0.085560006,0.010340693,0.144869581,0.020294663,1
1.57E+18,153,1574069812,536168662,base_link,0.131490404,0.117402511,0.119840066,-0.0758406,0.059168685,0.026897147,1
1.57E+18,154,1574069812,813428951,base_link,0.061422821,0.100042693,0.098230025,0.021449892,-0.068527691,0.047034197,1
1.57E+18,155,1574069813,92476352,base_link,0.00849055,0.099428626,0.114838164,-0.01959791,0.107356414,-0.022937307,1
1.57E+18,156,1574069813,408243567,base_link,-0.011986136,0.07860113,0.154470914,-0.129365385,-0.037085835,0.02351336,1
1.57E+18,157,1574069813,746904288,base_link,0.081555562,0.048591251,0.071829099,-0.003177878,-0.07985384,-0.020317277,1
1.57E+18,158,1574069813,990451577,base_link,0.060013829,0.043170663,0.04145002,0.050897524,-0.025542138,-0.123468481,1
1.57E+18,159,1574069814,258337601,base_link,0.009677124,0.053426554,0.134446231,0.050897524,-0.025542138,-0.123468481,1
1.57E+18,160,1574069814,531333013,base_link,0.004460233,0.038746881,0.05663341,-0.026998525,0.087909169,-0.051878512,1
1.57E+18,161,1574069814,847585248,base_link,0.090876616,0.064275248,0.005878142,0.136506796,-0.027940782,0.072667576,1
1.57E+18,162,1574069815,92896987,base_link,0.047219676,0.044372439,0.02666352,0.031769879,0.135192677,-0.37504971,1
1.57E+18,163,1574069815,353126808,base_link,0.016360328,0.035829578,0.055237029,0.039024424,-0.057882659,0.320562333,1
1.57E+18,164,1574069815,613296167,base_link,0.004817228,0.057869886,0.028832276,-0.069027558,-0.062725931,0.008326098,1
1.57E+18,165,1574069815,874039611,base_link,0.008548328,0.046710762,-0.00491585,-0.049812499,-0.080700882,0.008499939,1
1.57E+18,166,1574069816,138954041,base_link,0.028974441,-0.013934996,-0.046188486,-0.053214364,-0.108427666,0.059796806,1
1.57E+18,167,1574069816,393352169,base_link,0.064684526,-0.079167206,-0.089412617,-0.113063648,0.158377826,0.058209341,1
1.57E+18,168,1574069816,684469243,base_link,0.096643552,-0.066593058,-0.006902468,0.006513924,0.023930077,0.08448194,1
1.57E+18,169,1574069816,934240760,base_link,0.143316414,-0.038818942,0.029034545,-0.008197556,0.006145655,0.035469256,1
1.57E+18,170,1574069817,192146256,base_link,0.155182698,-0.033627101,0.063283385,-0.043157056,-0.029839251,-0.110955797,1
1.57E+18,171,1574069817,484094229,base_link,0.163491501,-0.040852882,0.02834049,0.027901446,-0.176158816,-0.135643542,1
1.57E+18,172,1574069817,733147684,base_link,0.098501657,-0.130286427,-0.011917587,0.078837812,0.096479304,-0.053543221,1
1.57E+18,173,1574069817,989621990,base_link,0.124790829,-0.23062294,-0.042584551,0.004311084,0.039527457,0.087973841,1
1.57E+18,174,1574069818,255644223,base_link,0.075090541,-0.156604206,-0.054466366,-0.02868196,0.052231986,0.131791383,1
1.57E+18,175,1574069818,536377750,base_link,0.026350813,-0.045202556,-0.000749987,0.021627497,0.009503774,0.020987783,1
1.57E+18,176,1574069818,804412453,base_link,-0.014955069,-0.003026274,-0.015566607,-0.024194114,0.022759385,-0.029771714,1
1.57E+18,177,1574069819,56717571,base_link,-0.06169194,0.000394938,-0.015634325,0.069432646,0.021209065,0.043534029,1
1.57E+18,178,1574069819,313014520,base_link,-0.041012228,-0.057607018,-0.024858226,0.034442849,-0.045724124,-0.020080166,1
1.57E+18,179,1574069819,614795094,base_link,-0.030242734,-0.172386591,-0.045078451,0.078182369,-0.008581293,0.106615022,1
1.57E+18,180,1574069819,901318034,base_link,-0.043121313,-0.286225272,-0.005155164,0.046173617,0.053316049,0.088994719,1
1.57E+18,181,1574069820,161256933,base_link,-0.067665977,-0.257232679,-0.018029481,-0.034115549,0.001611358,0.027303301,1
1.57E+18,182,1574069820,434092829,base_link,-0.017546734,-0.122256013,-0.058957347,-0.080359839,-0.016419483,0.114332683,1
1.57E+18,183,1574069820,689277926,base_link,-0.040303956,-0.061524093,-0.045435062,0.051323473,0.068686604,-0.020359654,1
1.57E+18,184,1574069820,940082979,base_link,-0.087505148,-0.120054364,-0.031128505,0.135314763,-0.021660408,0.012676938,1
1.57E+18,185,1574069821,199717310,base_link,-0.110730173,-0.256702959,-0.051383289,0.200929567,-0.02295397,0.069786631,1
1.57E+18,186,1574069821,460380897,base_link,-0.160752895,-0.301505262,-0.014758994,0.009571253,-0.054357938,-0.003541601,1
1.57E+18,187,1574069821,718109519,base_link,-0.149963178,-0.209626595,-0.018076408,0.137552679,-0.096157163,0.009949501,1
1.57E+18,188,1574069821,976927605,base_link,-0.121471533,-0.102174158,-0.061697764,-0.063892193,0.114023477,-0.163361758,1
1.57E+18,189,1574069822,284769382,base_link,-0.12848503,-0.102891804,-0.056761355,0.114678718,-0.06202846,0.025066638,1
1.57E+18,190,1574069822,559976032,base_link,-0.171288287,-0.145327681,-0.023940367,-0.124965727,0.041916747,0.068523891,1
1.57E+18,191,1574069822,813480380,base_link,-0.19978139,-0.125642228,-0.049380925,-0.349880189,-0.062342923,0.118120454,1
1.57E+18,192,1574069823,54298072,base_link,-0.192806243,-0.020669765,-0.082227923,-0.251093656,-0.085544907,0.059131682,1
1.57E+18,193,1574069823,320027086,base_link,-0.147003321,0.112862323,-0.063663332,-0.136561081,0.148269564,0.077878438,1
1.57E+18,194,1574069823,597071923,base_link,-0.148470505,0.183085415,-0.064139753,0.101487055,-0.077400655,-0.044237528,1
1.57E+18,195,1574069823,853009802,base_link,-0.128134559,0.195261306,-0.087768387,0.109517835,0.047794316,-0.115401611,1
1.57E+18,196,1574069824,121089468,base_link,-0.123827068,0.233471298,-0.094992819,0.049842626,0.078838989,-0.06456688,1
1.57E+18,197,1574069824,374348085,base_link,-0.106075546,0.234779433,-0.12051358,-0.014852568,-0.00579515,-0.017482705,1
1.57E+18,198,1574069824,633616508,base_link,-0.05359843,0.187312738,-0.102246774,0.026422378,0.07815592,0.005025052,1
1.57E+18,199,1574069824,927977515,base_link,-0.045677363,0.135031888,-0.104980845,-0.031433415,0.040424533,-0.023413468,1
1.57E+18,200,1574069825,171535755,base_link,-0.034571066,0.093892602,-0.122394048,0.040733326,0.152543828,0.05284157,1
1.57E+18,201,1574069825,463481036,base_link,-0.026288997,0.06910224,-0.121024152,-0.050786126,0.00180982,-0.006436138,1
1.57E+18,202,1574069825,711777548,base_link,-0.001807638,0.099467283,-0.138589813,-0.085544012,0.00176261,-0.051788785,1
1.57E+18,203,1574069825,975693693,base_link,0.055558846,0.107967173,-0.136649824,0.028079711,0.006738292,0.008876516,1
1.57E+18,204,1574069826,232083937,base_link,0.080116555,0.146595905,-0.115229822,-0.037264038,-0.004227736,-0.08318641,1
1.57E+18,205,1574069826,493148096,base_link,0.085091723,0.102968689,-0.148824858,0.059692062,-0.059405014,-0.000528354,1
1.57E+18,206,1574069826,760723176,base_link,0.055121346,0.045299375,-0.144708942,0.104406901,0.075277753,0.061900429,1
1.57E+18,207,1574069827,36651709,base_link,0.072308374,-0.015732505,-0.144689116,0.011583557,-0.03760482,-0.018047284,1
1.57E+18,208,1574069827,339117193,base_link,0.144599516,-0.047247289,-0.146835117,-0.033852588,-0.040647343,-0.012781143,1
1.57E+18,209,1574069827,564033583,base_link,0.126552543,-0.068938393,-0.155427915,-0.020547312,-0.02895988,0.000992088,1
1.57E+18,210,1574069827,811905957,base_link,0.105574866,-0.058379211,-0.18189016,-0.023601575,-0.085592672,0.05885886,1
1.57E+18,211,1574069828,77034059,base_link,0.067824285,-0.039436044,-0.172443383,0.008390714,-0.112010859,0.049978927,1
1.57E+18,212,1574069828,368538569,base_link,0.0303736,-0.010320432,-0.189756906,0.027114777,-0.141878456,0.10708525,1
1.57E+18,213,1574069828,630902471,base_link,0.020532911,-0.000916,-0.224519273,-0.081624866,-0.018696168,-0.165490702,1
1.57E+18,214,1574069828,871701761,base_link,0.02481306,-0.003442056,-0.2323957,-0.068121433,0.030316263,-0.140181765,1
1.57E+18,215,1574069829,132671760,base_link,0.026252287,-0.021098402,-0.241136978,0.030915264,0.06289763,0.010804843,1
1.57E+18,216,1574069829,394565903,base_link,0.137697853,-0.019875049,-0.242771802,0.028824128,0.012212615,0.053131938,1
1.57E+18,217,1574069829,653081898,base_link,0.295259833,-0.06934642,-0.260819257,0.003996072,-0.004060443,-0.036154862,1
1.57E+18,218,1574069829,914314180,base_link,0.390190947,-0.144921034,-0.270532221,0.055308897,0.21900183,0.013604445,1
1.57E+18,219,1574069830,202061692,base_link,0.369143467,-0.146367297,-0.214496936,0.006532434,0.018062394,-0.011961491,1
1.57E+18,220,1574069830,470537908,base_link,0.30969271,-0.078903874,-0.22621309,-0.055482119,-0.097174503,-0.007900901,1
1.57E+18,221,1574069830,733065920,base_link,0.241677102,0.036852195,-0.21001841,-0.029563364,0.166650936,-0.039884344,1
1.57E+18,222,1574069831,1377305,base_link,0.152044464,0.081094805,-0.201670554,0.089204773,0.020634919,0.003574812,1
